trial_id,Phase,cancer_type,sponsor,blinding_type,start_date,end_date,duration_months,target_enrollment,actual_enrollment,number_of_sites,regions,enrollment_met_target,primary_endpoint_met,enrollment_rate,patients_per_site,enrollment_achievement_pct,is_multi_site,is_multi_region,size_category,duration_category,overall_success,enrollment_success_level
TRIAL-0431,Phase 2,Lung Cancer,Clinical Research Group A,Double Blind,2019,2021,29,130,129,6,2,True,False,4.45,21.5,99.2,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0432,Phase 2,Lung Cancer,Apex Oncology Labs,Open Label,2021,2023,24,158,142,2,1,False,True,5.92,71.0,89.9,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0433,Phase 2,Prostate Cancer,Apex Oncology Labs,Double Blind,2022,2024,23,77,75,4,1,True,False,3.26,18.8,97.4,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0434,Phase 2,Prostate Cancer,OncoPharm Therapeutics,Open Label,2018,2021,32,83,76,2,1,True,True,2.38,38.0,91.6,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0435,Phase 4,Lung Cancer,Clinical Research Group A,Double Blind,2021,2023,30,242,223,13,2,True,True,7.43,17.2,92.1,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0436,Phase 1,Colorectal Cancer,MedTrials International,Open Label,2020,2021,13,35,34,2,1,True,True,2.62,17.0,97.1,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0437,Phase 1,Breast Cancer,OncoPharm Therapeutics,Single Blind,2023,2023,9,29,27,3,1,True,True,3.0,9.0,93.1,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0438,Phase 2,Melanoma,Clinical Research Group A,Open Label,2018,2020,28,103,102,8,1,True,False,3.64,12.8,99.0,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0439,Phase 2,Lymphoma,Clinical Research Group A,Double Blind,2019,2021,26,118,102,8,1,False,False,3.92,12.8,86.4,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0440,Phase 1,Colorectal Cancer,OncoPharm Therapeutics,Open Label,2021,2022,13,28,26,3,1,True,True,2.0,8.7,92.9,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0441,Phase 2,Leukemia,Helix Therapeutics,Open Label,2023,2025,22,77,74,7,2,True,False,3.36,10.6,96.1,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0442,Phase 1,Lymphoma,NovaCure Biotech,Open Label,2023,2024,18,27,26,2,1,True,False,1.44,13.0,96.3,True,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0443,Phase 3,Prostate Cancer,Clinical Research Group A,Triple Blind,2023,2028,62,402,394,8,1,True,True,6.35,49.2,98.0,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0444,Phase 3,Lymphoma,Global BioResearch,Triple Blind,2019,2023,40,400,378,6,1,True,True,9.45,63.0,94.5,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0445,Phase 2,Colorectal Cancer,OncoPharm Therapeutics,Double Blind,2020,2022,34,105,86,4,1,False,True,2.53,21.5,81.9,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0446,Phase 2,Lymphoma,MedTrials International,Open Label,2022,2024,22,107,106,5,1,True,False,4.82,21.2,99.1,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0447,Phase 2,Lung Cancer,NovaCure Biotech,Double Blind,2018,2020,27,126,109,2,1,False,True,4.04,54.5,86.5,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0448,Phase 2,Lung Cancer,MedTrials International,Double Blind,2022,2024,21,81,73,6,2,True,False,3.48,12.2,90.1,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0449,Phase 2,Leukemia,Apex Oncology Labs,Double Blind,2021,2023,21,133,113,8,1,False,False,5.38,14.1,85.0,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0450,Phase 2,Leukemia,Clinical Research Group A,Single Blind,2023,2025,26,130,122,2,1,True,True,4.69,61.0,93.8,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0451,Phase 3,Melanoma,Helix Therapeutics,Double Blind,2019,2025,71,475,436,21,1,True,False,6.14,20.8,91.8,True,False,very large (400+),long(36mo+),False,Met Target
TRIAL-0452,Phase 3,Lymphoma,OncoPharm Therapeutics,Double Blind,2021,2024,35,452,329,11,1,False,False,9.4,29.9,72.8,True,False,large (150-400),medium(18-36mo),False,Below Target
TRIAL-0453,Phase 1,Leukemia,OncoPharm Therapeutics,Open Label,2023,2025,16,40,39,1,1,True,True,2.44,39.0,97.5,False,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0454,Phase 3,Pancreatic Cancer,Clinical Research Group A,Double Blind,2021,2023,30,440,418,47,1,True,False,13.93,8.9,95.0,True,False,very large (400+),medium(18-36mo),False,Met Target
TRIAL-0455,Phase 2,Lymphoma,MedTrials International,Double Blind,2019,2021,16,93,77,6,2,False,True,4.81,12.8,82.8,True,True,medium (50-150),short(<18mo),False,Near Target
TRIAL-0456,Phase 3,Lung Cancer,NovaCure Biotech,Double Blind,2021,2025,43,523,511,35,2,True,False,11.88,14.6,97.7,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0457,Phase 3,Melanoma,NovaCure Biotech,Triple Blind,2019,2023,52,610,561,33,2,True,False,10.79,17.0,92.0,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0458,Phase 3,Melanoma,MedTrials International,Double Blind,2022,2027,60,325,287,15,3,False,True,4.78,19.1,88.3,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0459,Phase 2,Melanoma,Clinical Research Group A,Single Blind,2023,2025,21,58,51,7,1,False,True,2.43,7.3,87.9,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0460,Phase 3,Leukemia,Clinical Research Group A,Double Blind,2022,2025,27,312,307,16,2,True,False,11.37,19.2,98.4,True,True,large (150-400),medium(18-36mo),False,Met Target
TRIAL-0461,Phase 3,Melanoma,MedTrials International,Double Blind,2018,2021,34,411,403,15,2,True,True,11.85,26.9,98.1,True,True,very large (400+),medium(18-36mo),True,Met Target
TRIAL-0462,Phase 1,Melanoma,MedTrials International,Open Label,2023,2024,17,27,23,2,1,False,False,1.35,11.5,85.2,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0463,Phase 3,Melanoma,Global BioResearch,Triple Blind,2021,2024,47,401,370,6,1,True,False,7.87,61.7,92.3,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0464,Phase 3,Prostate Cancer,Clinical Research Group A,Double Blind,2023,2027,45,505,468,39,2,True,False,10.4,12.0,92.7,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0465,Phase 4,Lymphoma,NovaCure Biotech,Double Blind,2018,2020,28,211,205,15,3,True,True,7.32,13.7,97.2,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0466,Phase 2,Pancreatic Cancer,MedTrials International,Open Label,2023,2026,33,129,103,7,2,False,True,3.12,14.7,79.8,True,True,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0467,Phase 3,Prostate Cancer,MedTrials International,Double Blind,2019,2022,36,467,461,27,2,True,True,12.81,17.1,98.7,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0468,Phase 1,Lung Cancer,NovaCure Biotech,Open Label,2022,2023,14,22,19,2,1,False,True,1.36,9.5,86.4,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0469,Phase 3,Breast Cancer,Apex Oncology Labs,Double Blind,2020,2024,48,395,382,9,1,True,False,7.96,42.4,96.7,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0470,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2023,2026,31,80,72,6,1,True,True,2.32,12.0,90.0,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0471,Phase 1,Lung Cancer,MedTrials International,Open Label,2021,2022,16,44,42,5,1,True,True,2.62,8.4,95.5,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0472,Phase 1,Leukemia,Apex Oncology Labs,Open Label,2022,2024,16,18,15,1,1,False,False,0.94,15.0,83.3,False,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0473,Phase 3,Breast Cancer,OncoPharm Therapeutics,Double Blind,2023,2028,55,216,213,19,2,True,True,3.87,11.2,98.6,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0474,Phase 1,Leukemia,NovaCure Biotech,Single Blind,2021,2022,18,19,17,1,1,False,False,0.94,17.0,89.5,False,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0475,Phase 1,Leukemia,Helix Therapeutics,Single Blind,2021,2022,19,15,12,2,1,False,False,0.63,6.0,80.0,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0476,Phase 1,Lung Cancer,OncoPharm Therapeutics,Open Label,2018,2020,16,51,50,8,1,True,True,3.12,6.2,98.0,True,False,medium (50-150),short(<18mo),True,Met Target
TRIAL-0477,Phase 2,Prostate Cancer,MedTrials International,Double Blind,2022,2025,30,63,50,8,1,False,False,1.67,6.2,79.4,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0478,Phase 2,Lung Cancer,Clinical Research Group A,Double Blind,2021,2023,22,101,96,2,1,True,True,4.36,48.0,95.0,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0479,Phase 1,Colorectal Cancer,MedTrials International,Open Label,2022,2023,18,31,27,1,1,False,True,1.5,27.0,87.1,False,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0480,Phase 2,Lymphoma,NovaCure Biotech,Single Blind,2022,2024,27,100,90,5,2,True,False,3.33,18.0,90.0,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0481,Phase 1,Breast Cancer,Clinical Research Group A,Single Blind,2022,2023,22,17,15,2,1,False,False,0.68,7.5,88.2,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0482,Phase 2,Lung Cancer,Apex Oncology Labs,Double Blind,2023,2025,32,106,97,5,1,True,True,3.03,19.4,91.5,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0483,Phase 1,Lymphoma,MedTrials International,Open Label,2020,2021,11,27,26,3,1,True,True,2.36,8.7,96.3,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0484,Phase 3,Leukemia,OncoPharm Therapeutics,Double Blind,2018,2021,47,446,429,50,1,True,False,9.13,8.6,96.2,True,False,very large (400+),long(36mo+),False,Met Target
TRIAL-0485,Phase 2,Lung Cancer,Apex Oncology Labs,Open Label,2020,2022,30,85,80,7,2,True,False,2.67,11.4,94.1,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0486,Phase 3,Colorectal Cancer,Global BioResearch,Double Blind,2019,2023,49,265,195,13,1,False,False,3.98,15.0,73.6,True,False,large (150-400),long(36mo+),False,Below Target
TRIAL-0487,Phase 1,Pancreatic Cancer,Clinical Research Group A,Open Label,2023,2024,15,35,33,2,1,True,True,2.2,16.5,94.3,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0488,Phase 3,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2022,2024,29,537,522,30,1,True,True,18.0,17.4,97.2,True,False,very large (400+),medium(18-36mo),True,Met Target
TRIAL-0489,Phase 2,Melanoma,Clinical Research Group A,Double Blind,2020,2022,26,100,80,6,1,False,True,3.08,13.3,80.0,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0490,Phase 1,Prostate Cancer,Clinical Research Group A,Open Label,2020,2021,13,15,14,2,1,True,True,1.08,7.0,93.3,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0491,Phase 2,Pancreatic Cancer,NovaCure Biotech,Single Blind,2022,2024,25,128,110,8,1,False,True,4.4,13.8,85.9,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0492,Phase 1,Melanoma,MedTrials International,Single Blind,2023,2025,20,44,41,6,1,True,False,2.05,6.8,93.2,True,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0493,Phase 3,Breast Cancer,MedTrials International,Double Blind,2019,2021,35,267,260,17,3,True,True,7.43,15.3,97.4,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0494,Phase 3,Pancreatic Cancer,Clinical Research Group A,Triple Blind,2022,2026,42,401,359,16,2,False,True,8.55,22.4,89.5,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0495,Phase 2,Lung Cancer,NovaCure Biotech,Single Blind,2023,2026,33,128,126,2,1,True,False,3.82,63.0,98.4,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0496,Phase 4,Colorectal Cancer,MedTrials International,Double Blind,2022,2026,42,206,198,19,1,True,False,4.71,10.4,96.1,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0497,Phase 1,Pancreatic Cancer,Apex Oncology Labs,Open Label,2019,2020,12,15,14,2,1,True,True,1.17,7.0,93.3,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0498,Phase 1,Prostate Cancer,Helix Therapeutics,Single Blind,2021,2021,12,42,40,4,1,True,False,3.33,10.0,95.2,True,False,Small (<50),short(<18mo),False,Met Target
TRIAL-0499,Phase 2,Melanoma,MedTrials International,Double Blind,2019,2022,32,64,62,6,1,True,True,1.94,10.3,96.9,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0500,Phase 2,Lung Cancer,Helix Therapeutics,Open Label,2022,2025,42,143,141,3,1,True,False,3.36,47.0,98.6,True,False,medium (50-150),long(36mo+),False,Met Target
TRIAL-0501,Phase 2,Pancreatic Cancer,Helix Therapeutics,Open Label,2021,2023,23,111,90,3,1,False,True,3.91,30.0,81.1,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0502,Phase 2,Prostate Cancer,Global BioResearch,Open Label,2018,2021,28,52,47,4,2,True,True,1.68,11.8,90.4,True,True,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0503,Phase 2,Lung Cancer,NovaCure Biotech,Double Blind,2019,2022,29,71,53,5,1,False,True,1.83,10.6,74.6,True,False,medium (50-150),medium(18-36mo),False,Below Target
TRIAL-0504,Phase 1,Colorectal Cancer,Helix Therapeutics,Open Label,2023,2025,23,40,34,1,1,False,False,1.48,34.0,85.0,False,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0505,Phase 1,Colorectal Cancer,Apex Oncology Labs,Single Blind,2021,2023,21,39,38,3,1,True,True,1.81,12.7,97.4,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0506,Phase 3,Melanoma,OncoPharm Therapeutics,Double Blind,2019,2024,60,270,217,20,3,False,True,3.62,10.8,80.4,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0507,Phase 1,Colorectal Cancer,Helix Therapeutics,Open Label,2019,2021,18,39,37,2,1,True,True,2.06,18.5,94.9,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0508,Phase 2,Lung Cancer,Global BioResearch,Single Blind,2018,2020,27,113,107,3,1,True,True,3.96,35.7,94.7,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0509,Phase 4,Lymphoma,MedTrials International,Open Label,2022,2024,25,227,215,8,1,True,False,8.6,26.9,94.7,True,False,large (150-400),medium(18-36mo),False,Met Target
TRIAL-0510,Phase 2,Lung Cancer,OncoPharm Therapeutics,Single Blind,2022,2024,29,154,151,9,2,True,False,5.21,16.8,98.1,True,True,large (150-400),medium(18-36mo),False,Met Target
TRIAL-0511,Phase 2,Lymphoma,Apex Oncology Labs,Double Blind,2019,2021,25,141,138,7,1,True,False,5.52,19.7,97.9,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0512,Phase 2,Lung Cancer,NovaCure Biotech,Open Label,2018,2020,22,66,58,5,2,False,False,2.64,11.6,87.9,True,True,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0513,Phase 2,Prostate Cancer,OncoPharm Therapeutics,Double Blind,2022,2025,43,123,107,8,1,False,True,2.49,13.4,87.0,True,False,medium (50-150),long(36mo+),False,Near Target
TRIAL-0514,Phase 3,Leukemia,NovaCure Biotech,Double Blind,2022,2027,62,406,391,9,1,True,False,6.31,43.4,96.3,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0515,Phase 2,Leukemia,Helix Therapeutics,Open Label,2019,2021,21,54,53,7,1,True,False,2.52,7.6,98.1,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0516,Phase 2,Leukemia,Helix Therapeutics,Double Blind,2022,2024,24,78,72,4,2,True,False,3.0,18.0,92.3,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0517,Phase 3,Lung Cancer,Clinical Research Group A,Double Blind,2022,2026,46,383,354,10,1,True,True,7.7,35.4,92.4,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0518,Phase 2,Breast Cancer,Global BioResearch,Single Blind,2018,2020,25,64,58,7,1,True,False,2.32,8.3,90.6,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0519,Phase 2,Lung Cancer,Apex Oncology Labs,Open Label,2022,2023,14,84,83,2,1,True,True,5.93,41.5,98.8,True,False,medium (50-150),short(<18mo),True,Met Target
TRIAL-0520,Phase 4,Melanoma,Clinical Research Group A,Double Blind,2019,2024,51,120,118,2,1,True,True,2.31,59.0,98.3,True,False,medium (50-150),long(36mo+),True,Met Target
TRIAL-0521,Phase 1,Melanoma,Global BioResearch,Open Label,2022,2024,26,23,21,3,1,True,True,0.81,7.0,91.3,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0522,Phase 1,Breast Cancer,Apex Oncology Labs,Open Label,2019,2020,22,21,20,1,1,True,False,0.91,20.0,95.2,False,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0523,Phase 2,Lymphoma,NovaCure Biotech,Double Blind,2023,2025,31,61,60,6,1,True,True,1.94,10.0,98.4,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0524,Phase 3,Leukemia,Apex Oncology Labs,Triple Blind,2019,2024,65,391,363,13,2,True,False,5.58,27.9,92.8,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0525,Phase 2,Lymphoma,Helix Therapeutics,Open Label,2022,2025,36,137,133,2,1,True,False,3.69,66.5,97.1,True,False,medium (50-150),long(36mo+),False,Met Target
TRIAL-0526,Phase 3,Melanoma,Helix Therapeutics,Triple Blind,2021,2025,45,465,329,13,2,False,False,7.31,25.3,70.8,True,True,large (150-400),long(36mo+),False,Below Target
TRIAL-0527,Phase 3,Pancreatic Cancer,Clinical Research Group A,Double Blind,2020,2024,56,427,415,16,2,True,False,7.41,25.9,97.2,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0528,Phase 4,Prostate Cancer,MedTrials International,Single Blind,2018,2021,34,202,191,16,2,True,True,5.62,11.9,94.6,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0529,Phase 2,Lymphoma,Clinical Research Group A,Double Blind,2019,2022,31,114,83,4,1,False,True,2.68,20.8,72.8,True,False,medium (50-150),medium(18-36mo),False,Below Target
TRIAL-0530,Phase 3,Melanoma,Global BioResearch,Triple Blind,2019,2021,28,313,256,11,2,False,True,9.14,23.3,81.8,True,True,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0531,Phase 2,Prostate Cancer,Global BioResearch,Double Blind,2019,2021,24,86,82,8,2,True,False,3.42,10.2,95.3,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0532,Phase 3,Pancreatic Cancer,Helix Therapeutics,Double Blind,2021,2025,52,556,517,49,3,True,True,9.94,10.6,93.0,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0533,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2019,2022,37,456,452,47,2,True,True,12.22,9.6,99.1,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0534,Phase 3,Pancreatic Cancer,Helix Therapeutics,Double Blind,2023,2027,52,570,515,37,2,True,False,9.9,13.9,90.4,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0535,Phase 3,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2021,2025,50,445,376,5,2,False,True,7.52,75.2,84.5,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0536,Phase 2,Melanoma,Global BioResearch,Double Blind,2020,2023,29,104,101,3,1,True,True,3.48,33.7,97.1,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0537,Phase 1,Lymphoma,Global BioResearch,Open Label,2020,2022,19,37,27,2,1,False,True,1.42,13.5,73.0,True,False,Small (<50),medium(18-36mo),False,Below Target
TRIAL-0538,Phase 2,Prostate Cancer,MedTrials International,Open Label,2022,2025,34,133,124,4,2,True,True,3.65,31.0,93.2,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0539,Phase 1,Colorectal Cancer,NovaCure Biotech,Single Blind,2021,2022,7,19,13,1,1,False,False,1.86,13.0,68.4,False,False,Small (<50),short(<18mo),False,Below Target
TRIAL-0540,Phase 3,Leukemia,MedTrials International,Double Blind,2022,2025,39,352,333,13,2,True,True,8.54,25.6,94.6,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0541,Phase 1,Prostate Cancer,MedTrials International,Open Label,2018,2020,17,30,27,3,1,True,True,1.59,9.0,90.0,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0542,Phase 2,Melanoma,Apex Oncology Labs,Open Label,2020,2023,32,152,148,2,1,True,True,4.62,74.0,97.4,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0543,Phase 2,Colorectal Cancer,MedTrials International,Open Label,2021,2024,29,68,67,4,2,True,False,2.31,16.8,98.5,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0544,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2019,2020,10,69,63,3,1,True,False,6.3,21.0,91.3,True,False,medium (50-150),short(<18mo),False,Met Target
TRIAL-0545,Phase 2,Lymphoma,MedTrials International,Double Blind,2019,2021,24,115,112,2,1,True,True,4.67,56.0,97.4,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0546,Phase 3,Melanoma,Helix Therapeutics,Double Blind,2020,2025,60,285,207,13,3,False,False,3.45,15.9,72.6,True,True,large (150-400),long(36mo+),False,Below Target
TRIAL-0547,Phase 2,Colorectal Cancer,Global BioResearch,Double Blind,2023,2025,28,35,30,1,1,False,True,1.07,30.0,85.7,False,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0548,Phase 3,Lung Cancer,Global BioResearch,Double Blind,2021,2024,34,417,398,8,1,True,True,11.71,49.8,95.4,True,False,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0549,Phase 2,Lung Cancer,OncoPharm Therapeutics,Open Label,2018,2021,32,110,106,3,1,True,True,3.31,35.3,96.4,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0550,Phase 1,Melanoma,NovaCure Biotech,Open Label,2022,2023,16,31,30,1,1,True,True,1.88,30.0,96.8,False,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0551,Phase 2,Leukemia,MedTrials International,Single Blind,2020,2022,25,112,103,8,1,True,True,4.12,12.9,92.0,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0552,Phase 4,Colorectal Cancer,Helix Therapeutics,Double Blind,2022,2024,28,114,110,7,2,True,True,3.93,15.7,96.5,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0553,Phase 2,Leukemia,NovaCure Biotech,Double Blind,2020,2022,31,79,75,8,1,True,True,2.42,9.4,94.9,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0554,Phase 2,Breast Cancer,Helix Therapeutics,Double Blind,2020,2022,28,140,114,8,1,False,True,4.07,14.2,81.4,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0555,Phase 4,Pancreatic Cancer,Apex Oncology Labs,Open Label,2022,2025,33,122,116,5,2,True,True,3.52,23.2,95.1,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0556,Phase 2,Lymphoma,Helix Therapeutics,Single Blind,2019,2022,31,107,102,3,1,True,True,3.29,34.0,95.3,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0557,Phase 3,Prostate Cancer,Apex Oncology Labs,Double Blind,2022,2025,32,319,311,12,2,True,True,9.72,25.9,97.5,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0558,Phase 2,Melanoma,NovaCure Biotech,Open Label,2019,2021,27,19,16,1,1,False,True,0.59,16.0,84.2,False,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0559,Phase 2,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2018,2021,35,77,75,5,1,True,False,2.14,15.0,97.4,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0560,Phase 1,Lung Cancer,Apex Oncology Labs,Open Label,2021,2022,7,42,36,3,1,False,True,5.14,12.0,85.7,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0561,Phase 1,Pancreatic Cancer,Global BioResearch,Open Label,2021,2023,25,28,23,2,1,False,True,0.92,11.5,82.1,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0562,Phase 1,Lung Cancer,MedTrials International,Open Label,2018,2019,16,29,28,1,1,True,True,1.75,28.0,96.6,False,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0563,Phase 2,Colorectal Cancer,Global BioResearch,Double Blind,2018,2020,28,128,118,4,2,True,False,4.21,29.5,92.2,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0564,Phase 2,Pancreatic Cancer,Global BioResearch,Double Blind,2019,2021,19,94,88,2,1,True,False,4.63,44.0,93.6,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0565,Phase 2,Prostate Cancer,NovaCure Biotech,Single Blind,2019,2021,16,79,74,4,2,True,True,4.62,18.5,93.7,True,True,medium (50-150),short(<18mo),True,Met Target
TRIAL-0566,Phase 4,Lung Cancer,Apex Oncology Labs,Single Blind,2018,2021,33,305,273,14,1,False,False,8.27,19.5,89.5,True,False,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0567,Phase 1,Lymphoma,Apex Oncology Labs,Open Label,2018,2020,25,51,45,8,1,False,True,1.8,5.6,88.2,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0568,Phase 4,Pancreatic Cancer,Clinical Research Group A,Double Blind,2019,2021,24,283,251,16,3,False,True,10.46,15.7,88.7,True,True,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0569,Phase 2,Breast Cancer,OncoPharm Therapeutics,Single Blind,2023,2027,40,101,99,3,1,True,True,2.48,33.0,98.0,True,False,medium (50-150),long(36mo+),True,Met Target
TRIAL-0570,Phase 2,Leukemia,Helix Therapeutics,Double Blind,2021,2024,32,104,85,8,1,False,True,2.66,10.6,81.7,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0571,Phase 2,Colorectal Cancer,Apex Oncology Labs,Double Blind,2022,2024,30,143,133,5,2,True,False,4.43,26.6,93.0,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0572,Phase 1,Colorectal Cancer,Helix Therapeutics,Open Label,2021,2022,14,29,27,3,1,True,False,1.93,9.0,93.1,True,False,Small (<50),short(<18mo),False,Met Target
TRIAL-0573,Phase 4,Colorectal Cancer,OncoPharm Therapeutics,Double Blind,2020,2023,29,139,110,5,1,False,True,3.79,22.0,79.1,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0574,Phase 3,Lymphoma,Clinical Research Group A,Double Blind,2020,2025,61,262,237,5,2,True,True,3.89,47.4,90.5,True,True,large (150-400),long(36mo+),True,Met Target
