nct_id,title,cancer_type,sponsor,phase,status,enrollment,start_date,completion_date,duration_months,blinding,allocation,intervention_model,number_of_sites,regions,dropout_rate_percent,sae_per_100_patients,primary_endpoint_met,start_year,completion_year,enrollment_category,complexity_score,region_count,enrollment_per_site,enrollment_rate,expected_duration,completed_on_time,trial_success,estimated_cost_millions,cost_per_patient_thousands
NCT2018000838,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Merck,Phase 1,Completed,18,2020-09-23,2021-12-17,15,Triple Blind,Randomized,Single Group Assignment,2,"South America, North America, Asia, Australia",35.8,16.3,True,2020,2021,Very Small (<30),7,4,9.0,1.2,18.0,True,True,1.55,86.1
NCT2018000839,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Novartis,Early Phase 1,Completed,17,2018-10-17,2020-06-08,20,Quadruple Blind,Non-Randomized,Single Group Assignment,3,"Australia, North America, Asia",20.8,5.0,True,2018,2020,Very Small (<30),6,3,5.7,0.85,19.0,False,False,3.05,179.4
NCT2018000840,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,AstraZeneca,Phase 2,Completed,119,2019-04-27,2022-03-12,35,Double Blind,Single Group,Parallel Assignment,7,Asia,40.5,6.2,False,2019,2022,Medium (100-300),3,1,17.0,3.4,29.0,False,False,12.61,106.0
NCT2018000841,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Sanofi,Phase 1,Completed,21,2021-06-03,2021-11-30,6,Single Blind,Randomized,Sequential Assignment,3,"Europe, South America",48.1,3.4,False,2021,2021,Very Small (<30),6,2,7.0,3.5,18.0,True,False,0.96,45.7
NCT2018000842,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,AbbVie,Phase 1,Completed,21,2018-07-22,2020-02-12,19,Double Blind,Randomized,Parallel Assignment,2,"North America, Australia",23.3,9.3,True,2018,2020,Very Small (<30),6,2,10.5,1.11,18.0,False,False,1.96,93.3
NCT2018000843,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,National Cancer Institute,Phase 2,Completed,138,2022-11-25,2025-09-10,34,Open Label,Randomized,Parallel Assignment,4,Asia,11.1,6.0,False,2022,2025,Medium (100-300),3,1,34.5,4.06,29.0,False,False,7.21,52.2
NCT2018000844,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Mayo Clinic,Phase 3,Completed,412,2016-03-28,2020-01-07,46,Open Label,Randomized,Single Group Assignment,12,Australia,19.3,9.6,False,2016,2020,Large (300-500),2,1,34.3,8.96,48.0,True,False,28.84,70.0
NCT2018000845,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Roche,Phase 4,Completed,273,2021-12-18,2025-11-27,48,Open Label,Randomized,Parallel Assignment,20,"Australia, North America",14.3,21.6,False,2021,2025,Medium (100-300),4,2,13.6,5.69,34.0,False,False,48.82,178.8
NCT2018000846,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,AstraZeneca,Phase 1,Completed,21,2022-07-21,2024-09-08,26,Single Blind,Non-Randomized,Parallel Assignment,2,"Europe, North America, South America",22.4,13.5,False,2022,2024,Very Small (<30),4,3,10.5,0.81,18.0,False,False,2.66,126.7
NCT2018000847,A Study of Novel Therapy in Patients With Leukemia,Leukemia,MD Anderson,Phase 2,Completed,86,2022-07-11,2024-06-30,24,Single Blind,Randomized,Single Group Assignment,3,South America,24.4,16.2,True,2022,2024,Small (30-100),3,1,28.7,3.58,29.0,True,True,3.86,44.9
NCT2018000848,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,National Cancer Institute,Phase 2,Completed,145,2021-05-11,2023-11-27,31,Single Blind,Non-Randomized,Factorial Assignment,2,"Europe, South America, Asia",33.9,15.2,True,2021,2023,Medium (100-300),7,3,72.5,4.68,29.0,False,False,3.54,24.4
NCT2018000849,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Novartis,Phase 4,Completed,185,2020-05-06,2024-06-14,50,Open Label,Randomized,Parallel Assignment,4,Asia,5.2,34.1,False,2020,2024,Medium (100-300),3,1,46.2,3.7,34.0,False,False,10.56,57.1
NCT2018000850,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,MD Anderson,Phase 3,Completed,320,2019-03-04,2023-01-12,47,Open Label,Non-Randomized,Crossover Assignment,10,"North America, Europe",33.0,21.9,True,2019,2023,Large (300-500),4,2,32.0,6.81,48.0,True,True,24.46,76.4
NCT2018000851,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,AstraZeneca,Phase 3,Completed,322,2018-05-19,2023-01-23,57,Single Blind,Randomized,Parallel Assignment,24,North America,34.4,6.4,False,2018,2023,Large (300-500),4,1,13.4,5.65,48.0,False,False,69.37,215.4
NCT2018000852,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Sanofi,Phase 4,Completed,176,2021-08-09,2024-03-26,32,Open Label,Randomized,Parallel Assignment,3,"North America, Europe, Asia, Australia, South America",12.1,8.0,True,2021,2024,Medium (100-300),5,5,58.7,5.5,34.0,True,True,5.33,30.3
NCT2018000853,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,MD Anderson,Phase 2,Completed,62,2016-12-23,2019-04-12,28,Single Blind,Single Group,Parallel Assignment,10,"Australia, North America",17.1,5.8,False,2016,2019,Small (30-100),3,2,6.2,2.21,29.0,True,False,14.19,228.9
NCT2018000854,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Roche,Phase 3,Completed,590,2021-04-22,2025-01-31,46,Open Label,Randomized,Parallel Assignment,31,"Asia, Europe, North America",7.1,15.4,False,2021,2025,Very Large (500+),5,3,19.0,12.83,48.0,True,False,73.07,123.8
NCT2018000855,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Mayo Clinic,Phase 1,Completed,10,2018-01-14,2019-05-09,16,Open Label,Randomized,Parallel Assignment,1,Asia,60.2,15.6,True,2018,2019,Very Small (<30),3,1,10.0,0.62,18.0,True,True,0.83,83.0
NCT2018000856,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,MD Anderson,Phase 3,Completed,568,2020-08-17,2025-04-23,57,Double Blind,Randomized,Parallel Assignment,34,"South America, Australia, Asia, Europe",5.7,0.6,False,2020,2025,Very Large (500+),7,4,16.7,9.96,48.0,False,False,98.6,173.6
NCT2018000857,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Novartis,Phase 2,Completed,89,2018-02-25,2020-06-14,28,Triple Blind,Randomized,Parallel Assignment,5,"North America, Europe, South America",23.3,7.3,False,2018,2020,Small (30-100),8,3,17.8,3.18,29.0,True,False,7.27,81.7
NCT2018000858,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Mayo Clinic,Phase 3,Completed,564,2021-12-05,2025-11-14,48,Triple Blind,Randomized,Crossover Assignment,51,"Europe, North America",13.3,6.0,True,2021,2025,Very Large (500+),9,2,11.1,11.75,48.0,True,True,124.09,220.0
NCT2018000859,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Pfizer,Phase 2,Completed,94,2020-05-22,2021-10-14,17,Single Blind,Randomized,Parallel Assignment,8,North America,18.3,14.2,True,2020,2021,Small (30-100),4,1,11.8,5.53,29.0,True,True,7.08,75.3
NCT2018000860,A Study of Novel Therapy in Patients With Leukemia,Leukemia,MD Anderson,Phase 3,Completed,161,2015-05-15,2018-06-28,38,Single Blind,Randomized,Parallel Assignment,5,"North America, Asia, Australia",6.9,16.9,False,2015,2018,Medium (100-300),6,3,32.2,4.24,48.0,True,False,9.98,62.0
NCT2018000861,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Pfizer,Phase 1,Completed,10,2021-02-25,2021-12-22,10,Double Blind,Single Group,Crossover Assignment,3,North America,32.1,12.0,True,2021,2021,Very Small (<30),5,1,3.3,1.0,18.0,True,True,1.53,153.0
NCT2018000862,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Roche,Phase 2,Completed,96,2021-12-08,2024-08-24,33,Open Label,Randomized,Parallel Assignment,8,Europe,12.4,1.3,False,2021,2024,Small (30-100),3,1,12.0,2.91,29.0,False,False,13.49,140.5
NCT2018000863,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,AbbVie,Phase 1,Completed,28,2016-09-13,2018-08-04,23,Triple Blind,Randomized,Parallel Assignment,1,Europe,31.1,6.9,True,2016,2018,Very Small (<30),6,1,28.0,1.22,18.0,False,False,1.23,43.9
NCT2018000864,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,MD Anderson,Phase 3,Completed,595,2021-03-27,2025-05-05,50,Double Blind,Randomized,Parallel Assignment,24,"South America, North America",10.3,22.5,True,2021,2025,Very Large (500+),6,2,24.8,11.9,48.0,False,False,61.78,103.8
NCT2018000865,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Roche,Phase 3,Completed,330,2016-12-19,2020-07-31,44,Triple Blind,Randomized,Single Group Assignment,19,"South America, North America, Europe",13.6,2.6,True,2016,2020,Large (300-500),7,3,17.4,7.5,48.0,True,True,42.79,129.7
NCT2018000866,A Study of Novel Therapy in Patients With Melanoma,Melanoma,MD Anderson,Phase 1,Completed,11,2022-07-10,2023-11-02,16,Single Blind,Randomized,Parallel Assignment,2,"Australia, Europe",20.7,2.2,True,2022,2023,Very Small (<30),5,2,5.5,0.69,18.0,True,True,1.63,148.2
NCT2018000867,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Johnson & Johnson,Early Phase 1,Completed,34,2020-09-23,2021-12-17,15,Open Label,Randomized,Factorial Assignment,2,"South America, Asia, Europe",25.4,10.7,True,2020,2021,Small (30-100),8,3,17.0,2.27,19.0,True,True,1.6,47.1
NCT2018000868,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Roche,Phase 3,Completed,235,2016-02-18,2019-04-03,38,Open Label,Single Group,Parallel Assignment,17,South America,6.8,5.0,False,2016,2019,Medium (100-300),1,1,13.8,6.18,48.0,True,False,33.01,140.5
NCT2018000869,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,National Cancer Institute,Phase 2,Completed,104,2018-01-25,2021-01-09,36,Single Blind,Randomized,Single Group Assignment,4,Australia,23.8,14.7,True,2018,2021,Medium (100-300),3,1,26.0,2.89,29.0,False,False,7.51,72.2
NCT2018000870,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Mayo Clinic,Phase 4,Completed,132,2018-09-26,2021-03-14,30,Single Blind,Randomized,Factorial Assignment,5,"South America, North America",29.1,9.2,False,2018,2021,Medium (100-300),8,2,26.4,4.4,34.0,True,False,7.9,59.8
NCT2018000871,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Johnson & Johnson,Phase 2,Completed,10,2017-01-06,2018-06-30,18,Double Blind,Randomized,Parallel Assignment,1,South America,8.6,10.4,True,2017,2018,Very Small (<30),5,1,10.0,0.56,29.0,True,True,0.93,93.0
NCT2018000872,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Sanofi,Phase 3,Completed,503,2017-12-28,2019-05-22,17,Double Blind,Randomized,Parallel Assignment,47,"Asia, Australia, South America, Europe, North America",10.1,7.6,True,2017,2019,Very Large (500+),7,5,10.7,29.59,48.0,True,True,41.46,82.4
NCT2018000873,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,National Cancer Institute,Phase 2,Completed,43,2020-09-20,2022-06-12,21,Open Label,Randomized,Sequential Assignment,3,"Europe, Australia, Asia",15.3,13.4,False,2020,2022,Small (30-100),6,3,14.3,2.05,29.0,True,False,3.28,76.3
NCT2018000874,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Johnson & Johnson,Phase 2,Completed,139,2017-03-16,2020-07-28,41,Open Label,Single Group,Parallel Assignment,5,North America,19.1,11.5,True,2017,2020,Medium (100-300),1,1,27.8,3.39,29.0,False,False,10.67,76.8
NCT2018000875,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,National Cancer Institute,Phase 2,Completed,45,2022-10-06,2024-02-28,17,Open Label,Non-Randomized,Sequential Assignment,2,"Europe, Asia",30.7,11.9,True,2022,2024,Small (30-100),3,2,22.5,2.65,29.0,True,True,1.84,40.9
NCT2018000876,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,National Cancer Institute,Phase 4,Completed,102,2019-06-20,2023-10-27,53,Triple Blind,Single Group,Single Group Assignment,5,Europe,30.6,9.3,True,2019,2023,Medium (100-300),3,1,20.4,1.92,34.0,False,False,13.56,132.9
NCT2018000877,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Bristol-Myers Squibb,Phase 1,Completed,17,2016-03-26,2017-09-17,18,Double Blind,Non-Randomized,Parallel Assignment,3,"Australia, Asia, South America",42.4,7.9,False,2016,2017,Very Small (<30),5,3,5.7,0.94,18.0,True,False,2.75,161.8
NCT2018000878,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Merck,Phase 3,Completed,344,2017-01-26,2021-12-31,60,Open Label,Randomized,Sequential Assignment,29,Europe,29.6,9.3,True,2017,2021,Large (300-500),4,1,11.9,5.73,48.0,False,False,88.03,255.9
NCT2018000879,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Pfizer,Phase 1,Completed,16,2017-09-26,2018-12-20,15,Single Blind,Non-Randomized,Parallel Assignment,3,"Europe, South America, Australia",17.1,11.7,False,2017,2018,Very Small (<30),4,3,5.3,1.07,18.0,True,False,2.3,143.8
NCT2018000880,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Bristol-Myers Squibb,Phase 3,Completed,297,2020-09-03,2025-08-08,60,Triple Blind,Non-Randomized,Factorial Assignment,30,"Europe, South America, Asia",6.8,6.0,True,2020,2025,Medium (100-300),9,3,9.9,4.95,48.0,False,False,90.89,306.0
NCT2018000881,A Study of Novel Therapy in Patients With Melanoma,Melanoma,MD Anderson,Phase 3,Completed,246,2016-09-14,2017-03-13,6,Double Blind,Randomized,Sequential Assignment,24,"Asia, South America, North America",32.1,6.8,False,2016,2017,Medium (100-300),8,3,10.2,41.0,48.0,True,False,7.94,32.3
NCT2018000882,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Johnson & Johnson,Phase 4,Completed,231,2020-03-24,2023-09-05,42,Quadruple Blind,Randomized,Parallel Assignment,16,Asia,12.7,6.7,True,2020,2023,Medium (100-300),7,1,14.4,5.5,34.0,False,False,34.29,148.4
NCT2018000883,A Study of Novel Therapy in Patients With Melanoma,Melanoma,AbbVie,Phase 4,Completed,87,2015-10-09,2018-07-25,34,Open Label,Randomized,Parallel Assignment,2,"Asia, Australia, South America, North America, Europe",19.9,17.8,False,2015,2018,Small (30-100),5,5,43.5,2.56,34.0,True,False,3.66,42.1
NCT2018000884,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,MD Anderson,Phase 4,Completed,175,2022-08-06,2026-11-13,52,Single Blind,Single Group,Crossover Assignment,3,North America,10.3,21.9,True,2022,2026,Medium (100-300),4,1,58.3,3.37,34.0,False,False,8.32,47.5
NCT2018000885,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Mayo Clinic,Phase 3,Completed,370,2017-03-03,2019-06-21,28,Single Blind,Non-Randomized,Parallel Assignment,30,"Asia, North America, Australia",11.4,6.2,True,2017,2019,Large (300-500),4,3,12.3,13.21,48.0,True,True,43.11,116.5
NCT2018000886,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,National Cancer Institute,Phase 4,Completed,212,2015-06-27,2019-07-06,49,Double Blind,Single Group,Sequential Assignment,15,"Australia, Asia, South America, North America",16.1,6.6,False,2015,2019,Medium (100-300),6,4,14.1,4.33,34.0,False,False,37.39,176.4
NCT2018000887,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,MD Anderson,Phase 2,Completed,109,2015-02-07,2018-05-22,40,Triple Blind,Randomized,Single Group Assignment,3,North America,38.1,7.0,True,2015,2018,Medium (100-300),5,1,36.3,2.72,29.0,False,False,6.33,58.1
NCT2018000888,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Johnson & Johnson,Phase 1,Completed,13,2017-11-24,2019-08-16,21,Triple Blind,Single Group,Parallel Assignment,3,"Asia, South America",41.9,5.0,True,2017,2019,Very Small (<30),5,2,4.3,0.62,18.0,False,False,3.19,245.4
NCT2018000889,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Sanofi,Phase 3,Completed,206,2016-02-03,2020-01-13,48,Open Label,Randomized,Parallel Assignment,30,"Europe, North America, South America, Australia, Asia",26.1,4.5,True,2016,2020,Medium (100-300),5,5,6.9,4.29,48.0,True,True,72.62,352.5
NCT2018000890,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Bristol-Myers Squibb,Phase 3,Completed,428,2018-12-25,2023-12-29,61,Double Blind,Randomized,Parallel Assignment,19,Europe,36.4,15.8,False,2018,2023,Large (300-500),5,1,22.5,7.02,48.0,False,False,59.23,138.4
NCT2018000891,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Bristol-Myers Squibb,Phase 2,Completed,99,2018-03-10,2018-10-06,7,Open Label,Randomized,Parallel Assignment,7,"Asia, South America",66.2,9.6,False,2018,2018,Small (30-100),4,2,14.1,14.14,29.0,True,False,2.75,27.8
NCT2018000892,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Pfizer,Phase 3,Completed,301,2021-03-18,2022-08-10,17,Double Blind,Single Group,Parallel Assignment,30,"Asia, Europe, South America",15.0,1.9,False,2021,2022,Large (300-500),5,3,10.0,17.71,48.0,True,False,26.4,87.7
NCT2018000893,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Bristol-Myers Squibb,Phase 2,Completed,118,2016-09-25,2018-07-17,22,Open Label,Randomized,Parallel Assignment,3,"Europe, South America",17.9,6.0,True,2016,2018,Medium (100-300),4,2,39.3,5.36,29.0,True,True,3.65,30.9
NCT2018000894,A Study of Novel Therapy in Patients With Leukemia,Leukemia,National Cancer Institute,Phase 2,Completed,84,2021-11-19,2024-04-07,29,Quadruple Blind,Randomized,Parallel Assignment,7,"North America, Europe, South America, Asia",4.3,3.5,True,2021,2024,Small (30-100),9,4,12.0,2.9,29.0,True,True,10.4,123.8
NCT2018000895,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Roche,Phase 3,Completed,669,2020-05-06,2025-01-10,57,Single Blind,Randomized,Parallel Assignment,71,"Australia, South America",38.5,6.9,False,2020,2025,Very Large (500+),5,2,9.4,11.74,48.0,False,False,204.36,305.5
NCT2018000896,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Bristol-Myers Squibb,Phase 2,Completed,78,2020-10-11,2024-09-20,48,Single Blind,Randomized,Parallel Assignment,5,"Australia, North America, Europe",3.8,15.0,True,2020,2024,Small (30-100),6,3,15.6,1.62,29.0,False,False,12.23,156.8
NCT2018000897,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Johnson & Johnson,Phase 2,Completed,74,2015-03-17,2017-04-05,25,Open Label,Randomized,Single Group Assignment,10,Australia,5.5,3.7,False,2015,2017,Small (30-100),2,1,7.4,2.96,29.0,True,False,12.72,171.9
NCT2018000898,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Pfizer,Phase 1,Completed,28,2016-05-26,2018-03-17,22,Triple Blind,Non-Randomized,Parallel Assignment,1,"Europe, Australia",25.1,16.0,False,2016,2018,Very Small (<30),5,2,28.0,1.27,18.0,False,False,1.18,42.1
NCT2018000899,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Roche,Phase 2,Completed,131,2018-04-14,2019-06-08,14,Open Label,Randomized,Single Group Assignment,7,Europe,20.6,10.2,True,2018,2019,Medium (100-300),2,1,18.7,9.36,29.0,True,True,5.29,40.4
NCT2018000900,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Johnson & Johnson,Phase 2,Completed,100,2018-08-22,2021-03-09,31,Single Blind,Randomized,Parallel Assignment,3,"Asia, Europe",16.8,11.8,True,2018,2021,Medium (100-300),5,2,33.3,3.23,29.0,False,False,4.95,49.5
NCT2018000901,A Study of Novel Therapy in Patients With Melanoma,Melanoma,MD Anderson,Phase 2,Completed,71,2021-10-13,2024-10-27,37,Double Blind,Randomized,Single Group Assignment,2,Australia,17.2,3.1,True,2021,2024,Small (30-100),4,1,35.5,1.92,29.0,False,False,3.91,55.1
NCT2018000902,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AstraZeneca,Phase 1,Completed,13,2015-10-20,2016-11-13,13,Triple Blind,Single Group,Single Group Assignment,1,"North America, Europe",33.9,6.8,True,2015,2016,Very Small (<30),4,2,13.0,1.0,18.0,True,True,0.69,53.1
NCT2018000903,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,MD Anderson,Phase 1,Completed,13,2017-07-05,2018-11-27,17,Open Label,Randomized,Crossover Assignment,1,South America,9.9,21.4,True,2017,2018,Very Small (<30),5,1,13.0,0.76,18.0,True,True,0.89,68.5
NCT2018000904,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Novartis,Phase 2,Completed,157,2022-02-12,2024-09-29,32,Double Blind,Randomized,Sequential Assignment,2,Europe,2.2,17.1,True,2022,2024,Medium (100-300),6,1,78.5,4.91,29.0,False,False,3.67,23.4
NCT2018000905,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Pfizer,Phase 2,Completed,96,2022-11-22,2026-03-06,40,Single Blind,Non-Randomized,Parallel Assignment,6,"North America, South America, Asia",22.8,0.4,True,2022,2026,Small (30-100),4,3,16.0,2.4,29.0,False,False,12.29,128.0
NCT2018000906,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AbbVie,Phase 2,Completed,67,2020-02-26,2022-05-16,27,Open Label,Randomized,Crossover Assignment,3,Asia,4.5,9.3,False,2020,2022,Small (30-100),5,1,22.3,2.48,29.0,True,False,4.25,63.4
NCT2018000907,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Merck,Phase 3,Completed,297,2022-07-02,2025-12-13,42,Single Blind,Randomized,Sequential Assignment,24,"Australia, Asia",17.9,11.7,True,2022,2025,Medium (100-300),6,2,12.4,7.07,48.0,True,True,51.29,172.7
NCT2018000908,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Pfizer,Phase 2,Completed,31,2019-03-10,2021-04-28,26,Single Blind,Randomized,Parallel Assignment,3,North America,7.7,3.6,True,2019,2021,Small (30-100),4,1,10.3,1.19,29.0,True,True,3.99,128.7
NCT2018000909,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Johnson & Johnson,Phase 1,Completed,30,2018-03-03,2019-07-26,17,Double Blind,Randomized,Parallel Assignment,2,"Asia, Australia",17.3,10.9,False,2018,2019,Small (30-100),6,2,15.0,1.76,18.0,True,False,1.79,59.7
NCT2018000910,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Mayo Clinic,Phase 3,Completed,451,2022-01-03,2026-07-11,55,Single Blind,Randomized,Single Group Assignment,30,"North America, South America, Asia",42.5,16.3,False,2022,2026,Large (300-500),5,3,15.0,8.2,48.0,False,False,83.85,185.9
NCT2018000911,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Mayo Clinic,Phase 1,Completed,23,2019-07-13,2021-10-30,28,Open Label,Single Group,Parallel Assignment,3,"North America, South America, Australia",32.5,10.3,False,2019,2021,Very Small (<30),3,3,7.7,0.82,18.0,False,False,4.27,185.7
NCT2018000912,A Study of Novel Therapy in Patients With Melanoma,Melanoma,National Cancer Institute,Phase 2,Completed,98,2018-12-26,2021-06-13,30,Open Label,Randomized,Parallel Assignment,8,Europe,2.6,15.3,True,2018,2021,Small (30-100),3,1,12.2,3.27,29.0,False,False,12.29,125.4
NCT2018000913,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Johnson & Johnson,Phase 3,Completed,448,2017-11-10,2021-06-22,44,Open Label,Randomized,Parallel Assignment,23,"Asia, Australia, Europe",9.7,9.2,False,2017,2021,Large (300-500),5,3,19.5,10.18,48.0,True,False,51.94,115.9
NCT2018000914,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Novartis,Early Phase 1,Completed,31,2018-04-01,2019-06-25,15,Double Blind,Randomized,Single Group Assignment,3,"South America, Australia, Asia",39.8,7.8,True,2018,2019,Small (30-100),6,3,10.3,2.07,19.0,True,True,2.34,75.5
NCT2018000915,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,AbbVie,Phase 2,Completed,81,2015-06-11,2018-04-26,35,Single Blind,Non-Randomized,Parallel Assignment,9,Europe,16.3,23.2,False,2015,2018,Small (30-100),2,1,9.0,2.31,29.0,False,False,15.99,197.4
NCT2018000916,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,MD Anderson,Phase 2,Completed,62,2016-11-16,2018-07-09,20,Double Blind,Randomized,Parallel Assignment,10,"Asia, Australia",0.8,3.7,True,2016,2018,Small (30-100),6,2,6.2,3.1,29.0,True,True,10.19,164.4
NCT2018000917,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,National Cancer Institute,Phase 2,Completed,127,2017-10-12,2019-01-05,15,Double Blind,Randomized,Crossover Assignment,6,"South America, Europe",17.0,0.8,True,2017,2019,Medium (100-300),8,2,21.2,8.47,29.0,True,True,4.88,38.4
NCT2018000918,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,National Cancer Institute,Phase 2,Completed,21,2016-02-13,2017-05-08,15,Open Label,Single Group,Single Group Assignment,1,"South America, Australia, Europe, North America",21.0,3.9,True,2016,2017,Very Small (<30),2,4,21.0,1.4,29.0,True,True,0.81,38.6
NCT2018000919,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AstraZeneca,Phase 2,Completed,122,2016-11-22,2019-04-11,29,Quadruple Blind,Non-Randomized,Parallel Assignment,10,"Europe, South America",7.6,5.8,True,2016,2019,Medium (100-300),6,2,12.2,4.21,29.0,True,True,14.87,121.9
NCT2018000920,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Roche,Phase 2,Completed,53,2017-07-10,2020-01-26,31,Open Label,Non-Randomized,Crossover Assignment,4,"North America, South America, Asia",31.4,5.1,False,2017,2020,Small (30-100),5,3,13.2,1.71,29.0,False,False,6.36,120.0
NCT2018000921,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Merck,Early Phase 1,Completed,22,2015-10-08,2017-01-30,16,Open Label,Non-Randomized,Factorial Assignment,3,"South America, North America",2.9,11.5,True,2015,2017,Very Small (<30),5,2,7.3,1.38,19.0,True,True,2.47,112.3
NCT2018000922,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,MD Anderson,Phase 1,Completed,50,2022-11-03,2023-10-29,12,Quadruple Blind,Randomized,Single Group Assignment,8,"Europe, Australia",9.4,8.5,True,2022,2023,Small (30-100),7,2,6.2,4.17,18.0,True,True,4.95,99.0
NCT2018000923,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Roche,Phase 3,Completed,654,2022-12-07,2027-11-11,60,Single Blind,Randomized,Sequential Assignment,33,"South America, Europe",31.7,29.5,False,2022,2027,Very Large (500+),6,2,19.8,10.9,48.0,False,False,100.96,154.4
NCT2018000924,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Roche,Phase 2,Completed,177,2022-09-21,2025-05-08,32,Open Label,Non-Randomized,Parallel Assignment,4,North America,13.2,5.4,True,2022,2025,Medium (100-300),1,1,44.2,5.53,29.0,False,False,6.93,39.2
