trial_id,Phase,cancer_type,sponsor,blinding_type,start_date,end_date,duration_months,target_enrollment,actual_enrollment,number_of_sites,regions,enrollment_met_target,primary_endpoint_met
TRIAL-0625,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2018-12-17,2021-10-02,34,413,353,14,2,False,False
TRIAL-0626,Phase 2,Pancreatic Cancer,OncoPharm Therapeutics,Double Blind,2019-10-23,2022-02-09,28,153,65,2,1,False,True
TRIAL-0627,Phase 2,Leukemia,NovaCure Biotech,Open Label,2023-04-15,2025-11-30,32,115,51,5,1,False,True
TRIAL-0628,Phase 2,Colorectal Cancer,Clinical Research Group A,Double Blind,2018-12-15,2020-08-06,20,131,28,1,1,False,True
TRIAL-0629,Phase 1,Lymphoma,Clinical Research Group A,Open Label,2022-03-13,2023-01-07,10,16,13,3,1,False,True
TRIAL-0630,Phase 1,Colorectal Cancer,Apex Oncology Labs,Open Label,2019-03-28,2021-03-17,24,15,10,3,1,False,True
TRIAL-0631,Phase 3,Breast Cancer,NovaCure Biotech,Double Blind,2019-02-05,2022-09-17,44,428,310,19,2,False,False
TRIAL-0632,Phase 1,Melanoma,OncoPharm Therapeutics,Open Label,2022-01-20,2023-02-14,13,19,10,2,1,False,False
TRIAL-0633,Phase 1,Pancreatic Cancer,NovaCure Biotech,Open Label,2022-10-01,2023-12-25,15,24,23,1,1,True,True
TRIAL-0634,Phase 2,Prostate Cancer,OncoPharm Therapeutics,Open Label,2023-06-02,2024-10-24,17,144,81,2,1,False,True
TRIAL-0635,Phase 1,Melanoma,Apex Oncology Labs,Single Blind,2018-07-06,2019-08-30,14,36,16,1,1,False,True
TRIAL-0636,Phase 2,Colorectal Cancer,NovaCure Biotech,Double Blind,2018-05-11,2021-02-24,34,126,63,4,2,False,True
TRIAL-0637,Phase 2,Lung Cancer,MedTrials International,Single Blind,2018-05-16,2019-09-08,16,66,30,3,1,False,True
TRIAL-0638,Phase 3,Melanoma,Apex Oncology Labs,Double Blind,2022-01-04,2025-07-17,43,215,155,11,2,False,False
TRIAL-0639,Phase 4,Lung Cancer,NovaCure Biotech,Double Blind,2023-05-14,2028-01-18,57,193,85,6,2,False,True
TRIAL-0640,Phase 2,Leukemia,Global BioResearch,Double Blind,2023-08-16,2026-01-02,29,128,76,5,1,False,False
TRIAL-0641,Phase 3,Prostate Cancer,Clinical Research Group A,Double Blind,2018-08-21,2023-04-27,57,370,300,11,1,False,False
TRIAL-0642,Phase 3,Prostate Cancer,MedTrials International,Double Blind,2020-06-18,2022-07-08,25,316,184,18,2,False,False
TRIAL-0643,Phase 1,Prostate Cancer,Clinical Research Group A,Open Label,2020-09-18,2022-03-12,18,49,42,8,1,False,True
TRIAL-0644,Phase 1,Leukemia,Apex Oncology Labs,Open Label,2022-01-27,2023-12-18,23,42,20,3,1,False,True
TRIAL-0645,Phase 2,Leukemia,Clinical Research Group A,Single Blind,2023-03-16,2025-08-02,29,169,80,5,2,False,True
TRIAL-0646,Phase 2,Leukemia,NovaCure Biotech,Double Blind,2018-09-10,2021-03-28,31,70,59,5,2,False,True
TRIAL-0647,Phase 3,Breast Cancer,Global BioResearch,Double Blind,2020-02-05,2024-10-11,57,604,371,15,3,False,True
TRIAL-0648,Phase 1,Lymphoma,Clinical Research Group A,Open Label,2022-10-13,2024-04-05,18,16,10,1,1,False,True
TRIAL-0649,Phase 1,Melanoma,Clinical Research Group A,Single Blind,2018-05-14,2020-01-04,20,36,29,3,1,False,True
TRIAL-0650,Phase 3,Leukemia,NovaCure Biotech,Triple Blind,2020-03-04,2022-08-21,30,519,416,34,2,False,True
TRIAL-0651,Phase 1,Prostate Cancer,OncoPharm Therapeutics,Open Label,2021-09-05,2022-07-02,10,48,34,1,1,False,True
TRIAL-0652,Phase 4,Melanoma,MedTrials International,Single Blind,2022-11-05,2025-03-24,29,235,107,8,2,False,True
TRIAL-0653,Phase 1,Lymphoma,Clinical Research Group A,Single Blind,2018-05-02,2019-04-27,12,26,24,1,1,True,True
TRIAL-0654,Phase 2,Lung Cancer,Apex Oncology Labs,Single Blind,2018-09-25,2020-08-15,23,70,40,2,1,False,False
TRIAL-0655,Phase 2,Melanoma,Clinical Research Group A,Double Blind,2020-05-18,2022-12-04,31,123,96,4,1,False,True
TRIAL-0656,Phase 2,Lung Cancer,Apex Oncology Labs,Open Label,2022-09-17,2025-01-04,28,104,47,4,1,False,True
TRIAL-0657,Phase 2,Leukemia,Apex Oncology Labs,Open Label,2022-04-06,2024-09-22,30,89,60,7,2,False,True
TRIAL-0658,Phase 2,Leukemia,Helix Therapeutics,Single Blind,2018-08-22,2020-08-11,24,121,81,3,1,False,True
TRIAL-0659,Phase 2,Lung Cancer,NovaCure Biotech,Single Blind,2022-11-27,2024-12-16,25,130,95,7,1,False,False
TRIAL-0660,Phase 2,Leukemia,Apex Oncology Labs,Single Blind,2023-11-26,2026-11-10,36,102,79,3,1,False,True
TRIAL-0661,Phase 4,Pancreatic Cancer,Helix Therapeutics,Open Label,2020-11-21,2025-04-29,54,210,171,19,1,False,False
TRIAL-0662,Phase 2,Prostate Cancer,Global BioResearch,Open Label,2020-07-06,2022-12-23,30,138,111,6,1,False,False
TRIAL-0663,Phase 3,Leukemia,NovaCure Biotech,Double Blind,2020-08-15,2025-02-20,55,521,401,19,2,False,False
TRIAL-0664,Phase 2,Leukemia,Helix Therapeutics,Double Blind,2023-02-11,2025-06-30,29,127,89,6,1,False,True
TRIAL-0665,Phase 1,Melanoma,Helix Therapeutics,Open Label,2021-04-20,2022-06-14,14,20,10,3,1,False,True
TRIAL-0666,Phase 1,Pancreatic Cancer,NovaCure Biotech,Open Label,2023-10-14,2024-09-08,11,34,31,1,1,True,False
TRIAL-0667,Phase 2,Leukemia,Helix Therapeutics,Double Blind,2023-11-03,2026-02-20,28,130,114,3,1,False,False
TRIAL-0668,Phase 3,Pancreatic Cancer,OncoPharm Therapeutics,Double Blind,2018-08-06,2024-03-07,68,381,352,19,2,True,True
TRIAL-0669,Phase 2,Lung Cancer,Clinical Research Group A,Double Blind,2020-08-21,2024-02-02,42,81,72,8,2,False,False
TRIAL-0670,Phase 1,Colorectal Cancer,Helix Therapeutics,Single Blind,2018-03-22,2018-12-17,9,38,18,3,1,False,True
TRIAL-0671,Phase 2,Lymphoma,Helix Therapeutics,Double Blind,2019-11-11,2021-10-31,24,123,112,3,1,True,True
TRIAL-0672,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2022-01-20,2025-09-01,44,328,249,16,3,False,False
TRIAL-0673,Phase 2,Colorectal Cancer,MedTrials International,Open Label,2018-01-23,2019-05-18,16,70,62,4,2,False,True
TRIAL-0674,Phase 4,Lung Cancer,MedTrials International,Open Label,2019-07-23,2022-02-07,31,164,127,2,1,False,True
TRIAL-0675,Phase 2,Lymphoma,NovaCure Biotech,Single Blind,2019-11-06,2022-02-23,28,79,23,3,1,False,True
TRIAL-0676,Phase 1,Lymphoma,MedTrials International,Single Blind,2019-05-28,2020-02-22,9,32,22,2,1,False,True
TRIAL-0677,Phase 1,Lung Cancer,Clinical Research Group A,Open Label,2021-11-14,2023-02-07,15,20,19,3,1,True,False
TRIAL-0678,Phase 1,Colorectal Cancer,Clinical Research Group A,Single Blind,2023-10-14,2024-12-07,14,40,34,2,1,False,True
TRIAL-0679,Phase 2,Lymphoma,Helix Therapeutics,Double Blind,2020-04-06,2022-04-26,25,46,29,2,1,False,True
TRIAL-0680,Phase 1,Pancreatic Cancer,MedTrials International,Open Label,2022-05-14,2023-05-09,12,15,13,3,1,False,False
TRIAL-0681,Phase 2,Breast Cancer,OncoPharm Therapeutics,Double Blind,2022-08-23,2025-02-08,30,113,93,7,1,False,True
TRIAL-0682,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2023-12-22,2028-01-30,50,418,355,7,1,False,False
TRIAL-0683,Phase 1,Melanoma,Helix Therapeutics,Open Label,2022-01-16,2023-02-10,13,30,24,2,1,False,True
TRIAL-0684,Phase 4,Leukemia,NovaCure Biotech,Single Blind,2019-01-23,2021-04-12,27,116,52,8,1,False,False
TRIAL-0685,Phase 3,Melanoma,OncoPharm Therapeutics,Double Blind,2018-11-10,2024-01-13,63,403,141,6,1,False,False
TRIAL-0686,Phase 2,Melanoma,NovaCure Biotech,Open Label,2020-05-05,2022-07-24,27,74,60,6,1,False,True
TRIAL-0687,Phase 2,Melanoma,OncoPharm Therapeutics,Double Blind,2022-12-05,2025-01-23,26,88,56,6,1,False,False
TRIAL-0688,Phase 2,Colorectal Cancer,Apex Oncology Labs,Double Blind,2021-03-26,2023-02-14,23,88,50,3,1,False,True
TRIAL-0689,Phase 1,Lung Cancer,Global BioResearch,Open Label,2021-07-25,2023-05-16,22,18,13,1,1,False,True
TRIAL-0690,Phase 3,Colorectal Cancer,Global BioResearch,Double Blind,2020-02-02,2025-04-06,63,379,338,16,1,False,True
TRIAL-0691,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2019-07-22,2021-08-10,25,137,110,8,2,False,False
TRIAL-0692,Phase 2,Colorectal Cancer,Helix Therapeutics,Double Blind,2020-08-13,2023-10-27,39,129,99,2,1,False,False
TRIAL-0693,Phase 4,Breast Cancer,OncoPharm Therapeutics,Double Blind,2021-10-21,2025-06-02,44,191,120,7,1,False,False
TRIAL-0694,Phase 2,Melanoma,MedTrials International,Open Label,2021-11-24,2023-03-19,16,89,72,7,1,False,True
TRIAL-0695,Phase 3,Prostate Cancer,Helix Therapeutics,Double Blind,2018-11-01,2022-09-11,47,354,294,10,1,False,False
TRIAL-0696,Phase 1,Lung Cancer,Helix Therapeutics,Open Label,2020-04-24,2022-10-11,30,33,22,2,1,False,True
TRIAL-0697,Phase 1,Breast Cancer,Helix Therapeutics,Open Label,2023-04-20,2024-09-11,17,19,10,3,1,False,True
TRIAL-0698,Phase 3,Lung Cancer,OncoPharm Therapeutics,Triple Blind,2023-10-26,2026-01-13,27,495,391,9,1,False,False
TRIAL-0699,Phase 3,Colorectal Cancer,Apex Oncology Labs,Double Blind,2020-07-23,2024-05-03,46,430,304,7,2,False,False
TRIAL-0700,Phase 3,Leukemia,Apex Oncology Labs,Double Blind,2020-01-13,2024-04-21,52,180,88,2,1,False,True
TRIAL-0701,Phase 4,Melanoma,MedTrials International,Open Label,2019-10-13,2022-03-31,30,152,46,5,1,False,True
TRIAL-0702,Phase 2,Colorectal Cancer,Helix Therapeutics,Double Blind,2022-11-04,2025-10-19,36,141,117,3,1,False,False
TRIAL-0703,Phase 3,Lung Cancer,OncoPharm Therapeutics,Double Blind,2018-08-05,2023-10-08,63,566,434,31,3,False,False
TRIAL-0704,Phase 1,Breast Cancer,Clinical Research Group A,Open Label,2023-06-13,2024-07-07,13,35,27,1,1,False,True
TRIAL-0705,Phase 2,Pancreatic Cancer,NovaCure Biotech,Single Blind,2018-09-08,2019-04-06,7,55,46,8,2,False,True
TRIAL-0706,Phase 4,Pancreatic Cancer,OncoPharm Therapeutics,Double Blind,2020-07-02,2023-04-18,34,311,276,16,2,False,True
TRIAL-0707,Phase 4,Lung Cancer,Apex Oncology Labs,Double Blind,2021-05-21,2023-09-08,28,257,182,15,1,False,True
TRIAL-0708,Phase 2,Lymphoma,Clinical Research Group A,Open Label,2018-11-23,2021-09-08,34,126,121,7,1,True,True
TRIAL-0709,Phase 1,Pancreatic Cancer,Clinical Research Group A,Open Label,2019-01-24,2021-02-12,25,26,23,1,1,False,False
TRIAL-0710,Phase 1,Lymphoma,OncoPharm Therapeutics,Open Label,2020-08-18,2022-01-10,17,25,19,3,1,False,False
TRIAL-0711,Phase 3,Breast Cancer,OncoPharm Therapeutics,Double Blind,2018-07-04,2024-04-03,70,372,198,15,3,False,True
TRIAL-0712,Phase 3,Pancreatic Cancer,Clinical Research Group A,Triple Blind,2019-02-02,2021-02-21,25,341,194,9,2,False,False
TRIAL-0713,Phase 2,Breast Cancer,NovaCure Biotech,Double Blind,2023-11-05,2026-03-24,29,78,64,6,1,False,True
TRIAL-0714,Phase 2,Melanoma,MedTrials International,Double Blind,2022-03-27,2025-05-10,38,81,34,2,1,False,True
TRIAL-0715,Phase 3,Lung Cancer,OncoPharm Therapeutics,Double Blind,2019-07-11,2023-07-20,49,360,216,12,1,False,False
TRIAL-0716,Phase 4,Lymphoma,Apex Oncology Labs,Open Label,2019-01-19,2024-01-23,61,234,156,9,1,False,True
TRIAL-0717,Phase 1,Melanoma,Global BioResearch,Open Label,2023-06-18,2025-02-07,20,32,18,1,1,False,True
TRIAL-0718,Phase 1,Breast Cancer,Global BioResearch,Open Label,2022-07-25,2023-04-21,9,49,28,3,1,False,True
TRIAL-0719,Phase 3,Lung Cancer,OncoPharm Therapeutics,Double Blind,2023-11-19,2027-04-02,41,193,143,2,1,False,False
TRIAL-0720,Phase 2,Pancreatic Cancer,Clinical Research Group A,Open Label,2023-05-17,2025-12-02,31,149,65,3,1,False,True
TRIAL-0721,Phase 1,Colorectal Cancer,Helix Therapeutics,Open Label,2019-12-16,2021-02-08,14,15,11,3,1,False,True
TRIAL-0722,Phase 1,Melanoma,Apex Oncology Labs,Open Label,2019-04-04,2020-07-27,16,20,11,3,1,False,False
TRIAL-0723,Phase 4,Leukemia,MedTrials International,Double Blind,2021-11-22,2026-04-30,54,168,80,6,1,False,True
TRIAL-0724,Phase 1,Lung Cancer,MedTrials International,Open Label,2021-03-06,2022-06-29,16,23,15,2,1,False,True
TRIAL-0725,Phase 1,Leukemia,Apex Oncology Labs,Open Label,2020-10-26,2023-02-13,28,45,39,2,1,False,False
TRIAL-0726,Phase 2,Lung Cancer,Clinical Research Group A,Open Label,2018-08-17,2020-11-04,27,75,52,6,1,False,True
TRIAL-0727,Phase 3,Pancreatic Cancer,Helix Therapeutics,Double Blind,2023-06-08,2028-06-11,61,238,174,18,1,False,False
TRIAL-0728,Phase 2,Lung Cancer,Global BioResearch,Double Blind,2019-02-16,2021-01-06,23,96,70,8,1,False,True
TRIAL-0729,Phase 1,Lymphoma,Global BioResearch,Open Label,2021-03-13,2023-04-02,25,19,15,3,1,False,True
TRIAL-0730,Phase 2,Prostate Cancer,Clinical Research Group A,Single Blind,2019-01-23,2020-10-14,21,122,99,4,1,False,True
TRIAL-0731,Phase 2,Lung Cancer,MedTrials International,Single Blind,2020-04-10,2022-03-01,23,105,92,5,1,False,True
TRIAL-0732,Phase 3,Colorectal Cancer,Helix Therapeutics,Triple Blind,2022-08-28,2026-05-09,45,246,181,12,1,False,False
TRIAL-0733,Phase 2,Pancreatic Cancer,Apex Oncology Labs,Open Label,2019-04-11,2022-06-24,39,88,67,5,2,False,True
TRIAL-0734,Phase 1,Colorectal Cancer,Helix Therapeutics,Single Blind,2018-01-16,2019-02-10,13,43,30,2,1,False,False
TRIAL-0735,Phase 2,Lymphoma,Helix Therapeutics,Single Blind,2018-08-16,2021-03-03,31,134,90,8,2,False,True
TRIAL-0736,Phase 2,Breast Cancer,Clinical Research Group A,Double Blind,2019-06-10,2022-03-26,34,96,58,3,1,False,True
TRIAL-0737,Phase 4,Breast Cancer,NovaCure Biotech,Double Blind,2022-12-19,2025-05-07,29,235,165,10,2,False,True
TRIAL-0738,Phase 2,Colorectal Cancer,MedTrials International,Double Blind,2020-11-15,2022-11-05,24,140,90,3,1,False,False
TRIAL-0739,Phase 1,Lung Cancer,NovaCure Biotech,Single Blind,2022-01-10,2023-01-05,12,27,22,2,1,False,True
TRIAL-0740,Phase 2,Prostate Cancer,MedTrials International,Double Blind,2023-01-17,2025-10-03,33,146,105,6,2,False,False
TRIAL-0741,Phase 3,Breast Cancer,OncoPharm Therapeutics,Double Blind,2020-06-06,2022-08-25,27,375,278,19,2,False,False
TRIAL-0742,Phase 3,Prostate Cancer,Global BioResearch,Triple Blind,2023-08-24,2028-07-28,60,495,252,12,2,False,False
TRIAL-0743,Phase 2,Prostate Cancer,MedTrials International,Double Blind,2020-06-09,2022-09-27,28,77,67,3,1,False,True
TRIAL-0744,Phase 2,Breast Cancer,OncoPharm Therapeutics,Single Blind,2022-02-16,2024-09-03,31,98,71,5,1,False,False
TRIAL-0745,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2021-02-03,2024-03-19,38,438,364,7,1,False,True
TRIAL-0746,Phase 1,Lung Cancer,OncoPharm Therapeutics,Open Label,2023-03-16,2024-10-06,19,29,10,1,1,False,True
TRIAL-0747,Phase 1,Breast Cancer,Apex Oncology Labs,Open Label,2022-03-16,2023-04-10,13,42,20,3,1,False,True
TRIAL-0748,Phase 2,Breast Cancer,Apex Oncology Labs,Open Label,2019-09-21,2021-08-11,23,81,65,2,1,False,True
TRIAL-0749,Phase 2,Leukemia,NovaCure Biotech,Double Blind,2022-08-15,2024-01-07,17,85,67,7,1,False,True
TRIAL-0750,Phase 1,Melanoma,Global BioResearch,Open Label,2021-06-10,2022-07-05,13,29,16,1,1,False,False
TRIAL-0751,Phase 1,Leukemia,Apex Oncology Labs,Open Label,2022-03-23,2023-08-15,17,39,34,1,1,False,True
TRIAL-0752,Phase 1,Colorectal Cancer,MedTrials International,Open Label,2019-03-08,2020-11-27,21,39,22,3,1,False,True
TRIAL-0753,Phase 4,Colorectal Cancer,NovaCure Biotech,Open Label,2019-09-23,2023-03-06,42,19,18,1,1,True,True
TRIAL-0754,Phase 2,Leukemia,Global BioResearch,Single Blind,2022-05-04,2023-10-26,18,103,72,6,2,False,False
TRIAL-0755,Phase 2,Pancreatic Cancer,MedTrials International,Open Label,2019-01-24,2021-08-11,31,74,47,5,2,False,True
TRIAL-0756,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2022-11-05,2023-12-30,14,101,83,8,2,False,False
TRIAL-0757,Phase 3,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2019-11-18,2023-05-31,43,432,327,20,3,False,True
TRIAL-0758,Phase 1,Prostate Cancer,NovaCure Biotech,Open Label,2018-10-21,2019-08-17,10,29,23,2,1,False,True
TRIAL-0759,Phase 2,Melanoma,Global BioResearch,Open Label,2023-11-03,2025-09-23,23,108,58,6,2,False,False
TRIAL-0760,Phase 2,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2018-11-12,2022-02-24,40,53,32,3,1,False,True
TRIAL-0761,Phase 3,Lymphoma,Apex Oncology Labs,Double Blind,2020-05-15,2023-07-29,39,215,190,5,1,False,False
TRIAL-0762,Phase 1,Pancreatic Cancer,Clinical Research Group A,Single Blind,2020-03-26,2021-11-16,20,31,26,2,1,False,False
TRIAL-0763,Phase 3,Lymphoma,Global BioResearch,Triple Blind,2020-08-28,2025-03-05,55,420,150,7,1,False,False
TRIAL-0764,Phase 2,Lymphoma,OncoPharm Therapeutics,Open Label,2021-03-18,2023-11-03,32,97,68,7,2,False,True
TRIAL-0765,Phase 2,Colorectal Cancer,Global BioResearch,Open Label,2021-01-27,2022-12-18,23,122,115,5,1,True,False
TRIAL-0766,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2018-03-09,2020-11-23,33,287,273,19,2,True,True
TRIAL-0767,Phase 2,Pancreatic Cancer,OncoPharm Therapeutics,Double Blind,2021-03-16,2022-02-09,11,39,35,2,1,False,False
TRIAL-0768,Phase 2,Breast Cancer,OncoPharm Therapeutics,Double Blind,2018-10-24,2020-09-13,23,134,104,5,2,False,True
TRIAL-0769,Phase 2,Lymphoma,MedTrials International,Open Label,2023-02-12,2026-02-26,37,145,116,7,1,False,True
TRIAL-0770,Phase 2,Melanoma,Global BioResearch,Double Blind,2020-08-23,2022-06-14,22,136,85,3,1,False,True
TRIAL-0771,Phase 1,Melanoma,Apex Oncology Labs,Open Label,2018-05-10,2019-04-05,11,25,17,2,1,False,True
TRIAL-0772,Phase 4,Prostate Cancer,MedTrials International,Double Blind,2019-09-11,2021-11-29,27,162,148,8,1,True,False
TRIAL-0773,Phase 3,Melanoma,Apex Oncology Labs,Double Blind,2022-06-27,2025-05-12,35,449,255,16,1,False,True
TRIAL-0774,Phase 1,Melanoma,Apex Oncology Labs,Open Label,2020-03-04,2021-03-29,13,31,28,2,1,True,True
TRIAL-0775,Phase 2,Prostate Cancer,MedTrials International,Double Blind,2022-09-23,2023-10-18,13,77,66,6,2,False,True
TRIAL-0776,Phase 3,Lung Cancer,NovaCure Biotech,Double Blind,2019-01-16,2024-06-18,66,468,249,7,1,False,True
TRIAL-0777,Phase 3,Colorectal Cancer,MedTrials International,Double Blind,2020-03-23,2025-01-26,59,193,131,6,1,False,True
TRIAL-0778,Phase 3,Lung Cancer,Global BioResearch,Double Blind,2020-03-07,2024-01-16,47,334,320,9,2,True,True
TRIAL-0779,Phase 1,Lung Cancer,OncoPharm Therapeutics,Open Label,2021-01-07,2022-06-01,17,15,13,2,1,False,True
TRIAL-0780,Phase 3,Breast Cancer,NovaCure Biotech,Double Blind,2020-11-01,2025-04-09,54,440,310,13,1,False,False
TRIAL-0781,Phase 3,Prostate Cancer,Helix Therapeutics,Triple Blind,2018-02-05,2022-12-11,59,430,156,10,2,False,False
TRIAL-0782,Phase 4,Leukemia,Apex Oncology Labs,Open Label,2022-04-17,2024-07-05,27,168,127,6,2,False,True
TRIAL-0783,Phase 1,Breast Cancer,Helix Therapeutics,Open Label,2020-03-25,2021-11-15,20,19,15,1,1,False,True
TRIAL-0784,Phase 4,Lung Cancer,Global BioResearch,Double Blind,2020-12-19,2024-03-03,39,57,44,8,2,False,True
TRIAL-0785,Phase 3,Lung Cancer,Global BioResearch,Triple Blind,2022-04-14,2025-07-27,40,333,269,17,2,False,True
TRIAL-0786,Phase 4,Lung Cancer,NovaCure Biotech,Open Label,2020-12-10,2024-02-23,39,208,178,9,1,False,True
TRIAL-0787,Phase 1,Leukemia,NovaCure Biotech,Open Label,2021-10-24,2023-03-18,17,38,19,2,1,False,True
TRIAL-0788,Phase 4,Pancreatic Cancer,Global BioResearch,Double Blind,2021-04-28,2025-05-07,49,264,167,14,3,False,True
TRIAL-0789,Phase 3,Pancreatic Cancer,Clinical Research Group A,Double Blind,2021-11-04,2025-04-17,42,387,255,5,2,False,True
TRIAL-0790,Phase 2,Lung Cancer,OncoPharm Therapeutics,Open Label,2018-12-06,2021-02-23,27,79,48,5,2,False,True
TRIAL-0791,Phase 4,Leukemia,Global BioResearch,Double Blind,2021-12-16,2025-01-29,38,215,108,5,1,False,True
TRIAL-0792,Phase 3,Melanoma,MedTrials International,Triple Blind,2023-10-13,2028-08-17,59,536,427,40,2,False,False
TRIAL-0793,Phase 2,Colorectal Cancer,MedTrials International,Single Blind,2020-08-16,2023-02-02,30,110,52,2,1,False,True
TRIAL-0794,Phase 4,Breast Cancer,OncoPharm Therapeutics,Double Blind,2021-11-01,2025-03-15,41,93,26,1,1,False,False
TRIAL-0795,Phase 2,Leukemia,Global BioResearch,Single Blind,2018-11-25,2020-02-18,15,135,89,6,1,False,True
TRIAL-0796,Phase 2,Pancreatic Cancer,Global BioResearch,Open Label,2020-09-11,2023-09-26,37,116,94,5,1,False,False
TRIAL-0797,Phase 2,Breast Cancer,MedTrials International,Open Label,2018-07-15,2020-12-31,30,73,66,5,2,True,True
TRIAL-0798,Phase 2,Pancreatic Cancer,OncoPharm Therapeutics,Open Label,2020-12-06,2022-10-27,23,134,100,6,2,False,True
TRIAL-0799,Phase 1,Lymphoma,NovaCure Biotech,Open Label,2023-08-22,2025-08-11,24,18,10,3,1,False,True
TRIAL-0800,Phase 2,Pancreatic Cancer,NovaCure Biotech,Double Blind,2022-01-13,2024-02-02,25,125,113,3,1,True,True
TRIAL-0801,Phase 2,Lymphoma,Helix Therapeutics,Double Blind,2020-01-01,2022-07-19,31,125,113,8,2,True,True
TRIAL-0802,Phase 1,Leukemia,Apex Oncology Labs,Single Blind,2018-11-11,2020-09-01,22,33,24,3,1,False,True
TRIAL-0803,Phase 2,Leukemia,NovaCure Biotech,Single Blind,2019-11-10,2022-01-28,27,86,66,7,1,False,True
TRIAL-0804,Phase 4,Lung Cancer,MedTrials International,Single Blind,2022-06-02,2024-10-19,29,128,106,4,1,False,True
TRIAL-0805,Phase 3,Lymphoma,Apex Oncology Labs,Double Blind,2020-07-19,2025-02-23,56,442,384,20,2,False,True
TRIAL-0806,Phase 2,Pancreatic Cancer,OncoPharm Therapeutics,Double Blind,2020-08-17,2021-09-11,13,125,111,3,1,False,False
TRIAL-0807,Phase 3,Colorectal Cancer,Helix Therapeutics,Double Blind,2023-02-27,2026-11-08,45,304,159,18,2,False,False
TRIAL-0808,Phase 1,Melanoma,OncoPharm Therapeutics,Open Label,2021-04-20,2022-12-11,20,36,27,3,1,False,False
TRIAL-0809,Phase 1,Lung Cancer,Helix Therapeutics,Open Label,2022-09-16,2024-01-09,16,18,15,1,1,False,True
TRIAL-0810,Phase 2,Lung Cancer,Clinical Research Group A,Double Blind,2021-11-18,2024-07-05,32,94,78,6,2,False,True
TRIAL-0811,Phase 2,Melanoma,Helix Therapeutics,Double Blind,2019-01-21,2021-08-08,31,85,47,7,2,False,False
TRIAL-0812,Phase 3,Pancreatic Cancer,Global BioResearch,Double Blind,2023-09-26,2027-07-07,46,261,173,19,2,False,False
TRIAL-0813,Phase 3,Lymphoma,Helix Therapeutics,Double Blind,2020-08-05,2025-04-11,57,450,373,6,1,False,True
TRIAL-0814,Phase 3,Melanoma,MedTrials International,Double Blind,2018-11-07,2021-05-25,31,421,198,15,3,False,False
TRIAL-0815,Phase 2,Melanoma,Clinical Research Group A,Open Label,2022-04-13,2024-07-01,27,45,29,3,1,False,True
TRIAL-0816,Phase 1,Breast Cancer,Global BioResearch,Open Label,2021-08-18,2023-05-10,21,28,19,2,1,False,False
TRIAL-0817,Phase 2,Breast Cancer,Global BioResearch,Open Label,2018-05-26,2019-09-18,16,126,50,3,1,False,False
TRIAL-0818,Phase 3,Colorectal Cancer,Clinical Research Group A,Triple Blind,2018-02-11,2020-05-31,28,346,195,20,3,False,False
TRIAL-0819,Phase 3,Lymphoma,Apex Oncology Labs,Double Blind,2023-03-08,2026-03-22,37,479,379,7,1,False,True
TRIAL-0820,Phase 3,Lung Cancer,Helix Therapeutics,Double Blind,2018-04-20,2021-05-04,37,545,442,48,2,False,True
TRIAL-0821,Phase 3,Leukemia,MedTrials International,Double Blind,2023-04-14,2026-07-27,40,480,346,17,3,False,True
TRIAL-0822,Phase 1,Prostate Cancer,Apex Oncology Labs,Open Label,2022-01-16,2023-06-10,17,18,15,2,1,False,True
TRIAL-0823,Phase 3,Lung Cancer,Apex Oncology Labs,Double Blind,2020-03-12,2024-01-21,47,420,179,20,2,False,True
TRIAL-0824,Phase 2,Melanoma,OncoPharm Therapeutics,Double Blind,2023-11-26,2025-03-20,16,130,81,6,1,False,False
TRIAL-0825,Phase 3,Prostate Cancer,Apex Oncology Labs,Double Blind,2023-06-26,2028-04-30,59,454,382,14,2,False,False
TRIAL-0826,Phase 2,Prostate Cancer,MedTrials International,Single Blind,2021-05-10,2023-03-01,22,106,101,2,1,True,True
TRIAL-0827,Phase 3,Prostate Cancer,Apex Oncology Labs,Double Blind,2023-06-26,2027-02-05,44,333,151,10,2,False,False
TRIAL-0828,Phase 2,Breast Cancer,Apex Oncology Labs,Double Blind,2021-08-24,2023-02-15,18,131,80,8,2,False,True
TRIAL-0829,Phase 3,Lymphoma,MedTrials International,Double Blind,2022-02-12,2027-09-14,68,627,447,25,2,False,True
TRIAL-0830,Phase 3,Leukemia,NovaCure Biotech,Double Blind,2019-11-15,2024-05-22,55,358,307,6,2,False,False
TRIAL-0831,Phase 1,Lymphoma,Global BioResearch,Open Label,2022-02-04,2023-04-30,15,16,10,2,1,False,True
TRIAL-0832,Phase 2,Colorectal Cancer,MedTrials International,Double Blind,2020-08-16,2022-11-04,27,158,91,5,2,False,False
TRIAL-0833,Phase 1,Colorectal Cancer,Clinical Research Group A,Open Label,2020-04-03,2021-07-27,16,31,12,2,1,False,True
